時刻,コード,会社名,会社名_en,表題,表題_en,市場,市場_en,PDF
11:30,31530,八洲電機,Yasu Electric,自己株式の取得及び自己株式立会外買付取引(ToSTNeT-3)による自己株式の取得結果に関するお知らせ,Notice regarding acquisition of treasury stock and results of acquisition of treasury stock through off-auction treasury stock repurchase transaction (ToSTNeT-3),東,TSE,https://www.release.tdnet.info/inbs/140120260415505042.pdf
11:30,20704,Ｎ－三菱ＵＦＪ証ＨＤ,N-Mitsubishi UFJ Certificate HD,上場ETN（発行者：三菱UFJ証券ホールディングス株式会社）に関する日々の開示事項,Daily Disclosure Items Regarding Listed ETN,東,TSE,https://www.release.tdnet.info/inbs/140120260416505245.pdf
11:30,15574,Ｅ－ＳＳＧＡＴＣ,E-SSGATC,State Street SPDR S&P500 ETFに関する日々の開示事項,Daily Disclosure Items Regarding SPDR ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260416505270.pdf
11:35,13494,Ｅ－ＳＳＧＡ－ＳＩＮ,E-SSGA-SIN,アジア国債・公債ＥＴＦ（正式名称：ＡＢＦ汎アジア債券インデックス・ファンド）に関する日々の開示事項,Daily Disclosure Items Regarding Asian Bond ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260416505271.pdf
11:40,13264,Ｅ－ワールド,E-World,SPDRゴールド・シェアに関する日々の開示事項,Daily Disclosure Items Regarding SPDR ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260416505274.pdf
12:00,66960,Ｇ－トラースＯＰ,G-trace OP,事業計画及び成長可能性に関する事項,Matters Regarding Business Plan and Growth Potential,東,TSE,https://www.release.tdnet.info/inbs/140120260413502626.pdf
12:00,40120,アクシス,axis,執行役員の異動に関するお知らせ,Notice regarding changes in executive officers,東,TSE,https://www.release.tdnet.info/inbs/140120260401596096.pdf
12:00,40110,Ｇ－ヘッドウォーター,G-Headwater,当社取締役等に対する譲渡制限付株式としての新株式発行に関するお知らせ,"Notice regarding issuance of new shares as restricted stock to directors, etc. of our company",東,TSE,https://www.release.tdnet.info/inbs/140120260414503914.pdf
12:00,25880,プレミアムウォーター,premium water,中東情勢が当社の事業及び業績に与える影響について,Regarding the impact of the situation in the Middle East on our business and performance,東,TSE,https://www.release.tdnet.info/inbs/140120260415505082.pdf
12:00,21790,成学社,Seigakusha,非上場の親会社等の決算情報に関するお知らせ,"Notice regarding financial information of unlisted parent company, etc.",東,TSE,https://www.release.tdnet.info/inbs/140120260407599372.pdf
13:00,92410,Ｇ－ＦＬＮ,G-FLN,当社執行役員・従業員に対する譲渡制限付株式報としての新株式発行に関するお知らせ,Notice Regarding Issuance of New Shares as Restricted Shares to Executive Officers and Employees of the Company,東,TSE,https://www.release.tdnet.info/inbs/140120260416505330.pdf
13:00,55270,Ｇ－ｐｒｏｐｅｔｅｃ,G-propetec,住宅設備の供給条件調整等の報道に係る当社グループへの影響について,"Regarding the impact on our group related to media reports regarding adjustment of housing equipment supply conditions, etc.",東,TSE,https://www.release.tdnet.info/inbs/140120260416505334.pdf
13:00,39050,Ｇ－データセクション,G-data section,業績予想の修正に関するお知らせ,Notice Regarding Revision of Earnings Forecast,東,TSE,https://www.release.tdnet.info/inbs/140120260416505358.pdf
13:00,39050,Ｇ－データセクション,G-data section,第22回新株予約権（有償ストックオプション）の全部取得及び消却に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260416505356.pdf
13:00,364A0,Ｓ＆Ｐ５００配当貴族,S&P500 Dividend Aristocrat,NEXT FUNDS S&P 500 配当貴族指数連動型上場投信 決算短信,NEXT FUNDS S&P 500 Dividend Aristocrats Index Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505223.pdf
13:00,26480,米債７－１０ヘッジ有,US Treasury 7-10 hedged,NEXT FUNDS ブルームバーグ米国国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信 決算短信,NEXT FUNDS Bloomberg US Government Bond (7-10 Years) Index (Forex Hedged) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505221.pdf
13:00,26470,米債７－１０ヘッジ無,US Treasuries 7-10 Unhedged,NEXT FUNDS ブルームバーグ米国国債（7-10年）インデックス（為替ヘッジなし）連動型上場投信 決算短信,NEXT FUNDS Bloomberg US Government Bond (7-10 Years) Index (No Currency Hedging) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505219.pdf
13:00,25540,ＮＦ米社債ヘ有,NF US corporate bonds available,NEXT FUNDS ブルームバーグ米国投資適格社債（1-10年）インデックス（為替ヘッジあり）連動型上場投信 決算短信,NEXT FUNDS Bloomberg US Investment Grade Corporate Bond (1-10 Years) Index (Forex Hedged) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505216.pdf
13:00,25200,ＮＦ新興国株式ヘ無,NF Emerging Country Stocks No,NEXT FUNDS 新興国株式・MSCIエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信 決算短信,NEXT FUNDS Emerging Country Stocks/MSCI Emerging Market Index (No Currency Hedging) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505205.pdf
13:00,25190,ＮＦ新興国債券ヘ無,No NF emerging market bonds,NEXT FUNDS 新興国債券・J.P.モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信　決算短信,NEXT FUNDS Emerging Country Bonds/J.P. Morgan Emerging Markets Bond Index Plus (No Currency Hedging) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505203.pdf
13:00,25150,ＮＦ外ＲＥＩＴヘ無,No REIT outside of NF,NEXT FUNDS 外国REIT・S&P先進国REIT指数（除く日本・為替ヘッジなし）連動型上場投信 決算短信,NEXT FUNDS Foreign REIT/S&P Developed Country REIT Index (excluding Japan/no currency hedge) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505213.pdf
13:00,25140,ＮＦ外株ヘッジ有,NF non-stock hedged,NEXT FUNDS 外国株式・MSCI-KOKUSAI指数（為替ヘッジあり）連動型上場投信 決算短信,NEXT FUNDS Foreign stocks/MSCI-KOKUSAI index (with currency hedge) exchange-traded fund Financial results summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505200.pdf
13:00,25130,ＮＦ外株ヘッジ無,No hedging of non-NF stocks,NEXT FUNDS 外国株式・MSCI-KOKUSAI指数（為替ヘッジなし）連動型上場投信 決算短信,NEXT FUNDS Foreign stocks/MSCI-KOKUSAI index (no currency hedge) exchange-traded fund Financial results summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505197.pdf
13:00,25120,ＮＦ外債ヘッジ有,NF foreign bond hedged,NEXT FUNDS 外国債券・FTSE世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信 決算短信,NEXT FUNDS Foreign Bonds/FTSE World Government Bond Index (excluding Japan/Forex hedged) Exchange Traded Fund Financial Results Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505195.pdf
13:00,25110,ＮＦ外債ヘッジ無,No NF foreign bond hedge,NEXT FUNDS 外国債券・FTSE世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信 決算短信,"NEXT FUNDS Foreign Bonds/FTSE World Government Bond Index (excluding Japan, no currency hedge) Exchange Traded Fund Financial Results Summary",東,TSE,https://www.release.tdnet.info/inbs/140120260416505193.pdf
13:00,25100,ＮＦ国内債券,NF domestic bonds,NEXT FUNDS 国内債券・NOMURA-BPI総合連動型上場投信 決算短信,NEXT FUNDS Domestic Bonds/NOMURA-BPI Comprehensive Exchange Traded Fund Financial Results Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505191.pdf
13:00,22460,仏債７－１０ヘッジ有,French bonds 7-10 hedged,NEXT FUNDS ブルームバーグ・フランス国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信 決算短信,NEXT FUNDS Bloomberg French Government Bond (7-10 Years) Index (Forex Hedged) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505211.pdf
13:00,22450,独債７－１０ヘッジ有,German bonds 7-10 with hedge,NEXT FUNDS ブルームバーグ・ドイツ国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信 決算短信,NEXT FUNDS Bloomberg German Government Bond (7-10 Years) Index (Forex Hedged) Exchange Traded Fund Financial Summary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505208.pdf
13:15,52440,Ｇ－ｊｉｇ．ｊｐ,G-jig.jp,本店の増築に関するお知らせ,Notice regarding expansion of main store,東,TSE,https://www.release.tdnet.info/inbs/140120260416505381.pdf
14:00,80510,山善,Yamazen,役員の異動に関するお知らせ,Notice Regarding Change of Officers,東,TSE,https://www.release.tdnet.info/inbs/140120260410502102.pdf
14:00,75440,スリーエフ,Three F,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260415505054.pdf
14:15,59820,マルゼン,Marzen,（訂正・数値データ訂正）「2026年2月期決算短信[日本基準]（連結）」の一部訂正について,(Correction) Earnings Report (Consolidated) for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260416505391.pdf
14:30,79660,リンテック,lintec,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260415504620.pdf
15:00,93220,川西倉庫,Kawanishi Warehouse,子会社の異動を伴う株式取得及び特定子会社の異動に関するお知らせ,Notice regarding stock acquisition accompanied by change in subsidiary and change in specified subsidiary,東,TSE,https://www.release.tdnet.info/inbs/140120260416505178.pdf
15:00,91150,明海グループ,Akemi Group,固定資産の取得に関するお知らせ,Notice regarding acquisition of fixed assets,東,TSE,https://www.release.tdnet.info/inbs/140120260409500788.pdf
15:00,64240,高見サイ,Takami Sai,富士通フロンテック株式会社のエアラインプリンタ事業の承継（吸収分割）に関する簡易吸収分割契約締結のお知らせ,Announcement of conclusion of simple absorption-type company split agreement regarding succession (absorption-type company split) of Fujitsu Frontech Ltd.'s airline printer business,東,TSE,https://www.release.tdnet.info/inbs/140120260412502162.pdf
15:00,63950,タダノ,Tadano,役員人事に関するお知らせ,Notice Regarding Officer Personnel Changes,東,TSE,https://www.release.tdnet.info/inbs/140120260416505319.pdf
15:00,63950,タダノ,Tadano,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260416505306.pdf
15:00,63250,タカキタ,Takakita,業績予想の修正に関するお知らせ,Notice Regarding Revision of Earnings Forecast,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260413502276.pdf
15:00,62260,守谷輸送機工業,Moriya Transport Machine Industry,取締役人事に関するお知らせ,Notice regarding director personnel affairs,東,TSE,https://www.release.tdnet.info/inbs/140120260408500072.pdf
15:00,61430,ソディック,sodick,自己株式の取得状況及び取得終了に関するお知らせ,Notice Regarding Share Buyback Status and Completion,東,TSE,https://www.release.tdnet.info/inbs/140120260415505038.pdf
15:00,514A0,Ｐ－孫の手,P-Grandson's hand,資金の借入に関するお知らせ,Notice Regarding Borrowing of Funds,東,TSE,https://www.release.tdnet.info/inbs/140120260416505183.pdf
15:00,51010,浜ゴム,Hamagum,連結子会社における固定資産の譲渡に関するお知らせ,Notice regarding transfer of fixed assets at consolidated subsidiary,東,TSE,https://www.release.tdnet.info/inbs/140120260413502790.pdf
15:00,41680,Ｇ－ヤプリ,G-Yapuri,譲渡制限付株式としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock,東,TSE,https://www.release.tdnet.info/inbs/140120260415504566.pdf
15:00,30680,ＷＤＩ,WDI,通期連結業績予想の修正、営業外収益（連結・個別）の計上及び特別損失（連結・個別）の計上に関するお知らせ,"Notice regarding revision of full-year consolidated performance forecast, recording of non-operating income (consolidated and non-consolidated), and recording of extraordinary loss (consolidated and non-consolidated)",東,TSE,https://www.release.tdnet.info/inbs/140120260416505290.pdf
15:00,18780,大東建,Daitoken,（訂正）公開買付届出書の訂正届出書提出に伴う「株式会社THEグローバル社（証券コード3271）に対する公開買付けの開始に関するお知らせ」及び開始公告の訂正,"(Correction) Corrections to the ""Notice Regarding Commencement of Tender Offer for THE Global Co., Ltd. (Securities Code 3271)"" and Commencement Public Notice in conjunction with the submission of an amendment to the Tender Offer Registration Statement",東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260415505074.pdf
15:30,98850,シャルレ,Charlet,連結子会社からの配当金受領に関するお知らせ,Notice regarding receipt of dividends from consolidated subsidiaries,東,TSE,https://www.release.tdnet.info/inbs/140120260416505329.pdf
15:30,97220,藤田観,View of Fujita,譲渡制限付株式報酬としての自己株式処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260416505321.pdf
15:30,91680,Ｇ－ライズ,G-Rise,定款一部変更に関するお知らせ,Notice Regarding Partial Amendment to Articles of Incorporation,東,TSE,https://www.release.tdnet.info/inbs/140120260416505382.pdf
15:30,91660,Ｇ－ＧＥＮＤＡ,G-GENDA,第３回無担保社債発行に関するお知らせ,Notice regarding the 3rd issuance of unsecured corporate bonds,東,TSE,https://www.release.tdnet.info/inbs/140120260416505291.pdf
15:30,91630,Ｇ－ナレルグループ,G-Narel Group,2026年３月度 ＫＰＩのお知らせ,KPI Report for March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260415504672.pdf
15:30,89180,ランド,land,役員の異動に関するお知らせ,Notice Regarding Change of Officers,東,TSE,https://www.release.tdnet.info/inbs/140120260416505372.pdf
15:30,79570,フジコピアン,Fujikopian,特別利益（投資有価証券売却益）の計上見込みに関するお知らせ,Notice Regarding Expected Recording of Extraordinary Gain (Gain on Sale of Investment Securities),東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260416505262.pdf
15:30,78850,タカノ,Takano,取締役の委嘱業務の変更に関するお知らせ,Notice regarding changes in the duties of directors,東,TSE,https://www.release.tdnet.info/inbs/140120260415505033.pdf
15:30,78320,バンダイナムコ,bandai namco,自己株式の消却に関するお知らせ（会社法第178条の規定に基づく自己株式の消却）,Notice regarding cancellation of treasury stock (cancellation of treasury stock based on the provisions of Article 178 of the Companies Act),東,TSE,https://www.release.tdnet.info/inbs/140120260416505140.pdf
